Proveedor,División,Departamento,Fecha Proceso,Documento (OC - GR),Marca,Tipo Producto,Tipo Marca,Sucursal Destino,Tarifas S/. CROSS,Tarifas S/. PICK,Tarifas S/. DEV,Unidades CROSS,Unidades PICK,Unidades DEV,Stock S/. CROSS,Stock S/. PICK,Stock S/. DEV,Costo Log S/. CROSS,Costo Log S/. PICK,Costo Log S/. DEV
INDUSTRIAS EL CISNE S.A.C.,DECOHOGAR,DORMITORIO,07/10/2021,5460076225,EL CISNE,PQ,TERCERAS,CD Villa El Salvador,0.00,0.00,0.17,,,1,,,203,,,0.17
INDUSTRIAS EL CISNE S.A.C.,DECOHOGAR,DORMITORIO,07/10/2021,5460076225,EL CISNE,BT - OTROS,TERCERAS,CD Villa El Salvador,0.00,0.00,33.69,,,1,,,671,,,33.69
INDUSTRIAS EL CISNE S.A.C.,DECOHOGAR,DORMITORIO,19/10/2021,5460076798,EL CISNE,BT - OTROS,TERCERAS,CD Villa El Salvador,0.00,0.00,33.69,,,3,,,2810,,,101.07
INDUSTRIAS EL CISNE S.A.C.,DECOHOGAR,DORMITORIO,24/09/2021,5460075965,EL CISNE,BT - OTROS,TERCERAS,CD Villa El Salvador,0.00,0.00,33.69,,,1,,,936,,,33.69
COMPAÑIA E INVERSIONES FORLI S.A.C.,DECOHOGAR,DORMITORIO,21/09/2021,5460075917,RIZZOLI,BT - OTROS,PROPIAS,CD Villa El Salvador,0.00,0.00,33.69,,,3,,,3507,,,101.07
COMPAÑIA E INVERSIONES FORLI S.A.C.,DECOHOGAR,DORMITORIO,21/09/2021,5460075917,FORLI,BT - OTROS,TERCERAS,CD Villa El Salvador,0.00,0.00,33.69,,,2,,,3626,,,67.38
COMPAÑIA E INVERSIONES FORLI S.A.C.,DECOHOGAR,DORMITORIO,15/10/2021,2458269,RIZZOLI,SB,PROPIAS,CD Villa El Salvador,0.49,0.00,0.00,30,,,1051.68,,,14.82,,
COMPAÑIA E INVERSIONES FORLI S.A.C.,DECOHOGAR,DORMITORIO,28/09/2021,5460076131,RIZZOLI,BT - OTROS,PROPIAS,CD Villa El Salvador,0.00,0.00,33.69,,,1,,,486,,,33.69
COMPAÑIA E INVERSIONES FORLI S.A.C.,DECOHOGAR,DORMITORIO,16/10/2021,2457419,RIZZOLI,BT - OTROS,PROPIAS,CD ALDEA6,5.85,0.00,0.00,12,,,6668.98,,,70.18,,
COMPAÑIA E INVERSIONES FORLI S.A.C.,DECOHOGAR,DORMITORIO,16/10/2021,2457419,FORLI,BT - OTROS,TERCERAS,CD ALDEA6,5.85,0.00,0.00,8,,,5323.38,,,46.79,,
COMPAÑIA E INVERSIONES FORLI S.A.C.,DECOHOGAR,DORMITORIO,16/10/2021,2457459,FORLI,BT - OTROS,TERCERAS,CD ALDEA6,5.85,0.00,0.00,4,,,2519.32,,,23.39,,
COMPAÑIA E INVERSIONES FORLI S.A.C.,DECOHOGAR,DORMITORIO,12/10/2021,5460076497,RIZZOLI,PQ,PROPIAS,CD Villa El Salvador,0.00,0.00,0.17,,,1,,,542,,,0.17
COMPAÑIA E INVERSIONES FORLI S.A.C.,DECOHOGAR,DORMITORIO,12/10/2021,5460076497,FORLI,BT - OTROS,TERCERAS,CD Villa El Salvador,0.00,0.00,33.69,,,1,,,698,,,33.69
COMPAÑIA E INVERSIONES FORLI S.A.C.,DECOHOGAR,DORMITORIO,12/10/2021,5460076498,RIZZOLI,BT - OTROS,PROPIAS,CD Villa El Salvador,0.00,0.00,33.69,,,1,,,1287,,,33.69
COMPAÑIA E INVERSIONES FORLI S.A.C.,DECOHOGAR,DORMITORIO,07/10/2021,2455562,RIZZOLI,BT - OTROS,PROPIAS,CD ALDEA6,5.85,0.00,0.00,5,,,2152.36,,,29.24,,
COMPAÑIA E INVERSIONES FORLI S.A.C.,DECOHOGAR,DORMITORIO,07/10/2021,2455543,FORLI,BT - OTROS,TERCERAS,CD ALDEA6,5.85,0.00,0.00,10,,,8264.42,,,58.48,,
COMPAÑIA E INVERSIONES FORLI S.A.C.,DECOHOGAR,DORMITORIO,01/10/2021,2454526,RIZZOLI,BT - OTROS,PROPIAS,CD ALDEA6,5.85,0.00,0.00,7,,,6033.69,,,40.94,,
COMPAÑIA E INVERSIONES FORLI S.A.C.,DECOHOGAR,DORMITORIO,01/10/2021,2454492,RIZZOLI,SB,PROPIAS,CD Villa El Salvador,0.49,0.00,0.00,67,,,2419.24,,,33.11,,
COMPAÑIA E INVERSIONES FORLI S.A.C.,DECOHOGAR,DORMITORIO,01/10/2021,5460076181,RIZZOLI,PQ,PROPIAS,CD Villa El Salvador,0.00,0.00,0.17,,,4,,,0,,,0.69
COMPAÑIA E INVERSIONES FORLI S.A.C.,DECOHOGAR,DORMITORIO,01/10/2021,5460076181,RIZZOLI,SB,PROPIAS,CD Villa El Salvador,0.00,0.00,1.26,,,3,,,0,,,3.79
COMPAÑIA E INVERSIONES FORLI S.A.C.,DECOHOGAR,DORMITORIO,01/10/2021,5460076181,RIZZOLI,BT - OTROS,PROPIAS,CD Villa El Salvador,0.00,0.00,33.69,,,1,,,0,,,33.69
DISTRIBUIDORA DE RELOJES Y ACCESORI,ACCESORIOS,CONCESION,11/10/2021,2451577,TOMMY HILFIGER,J&C,TERCERAS,CD Villa El Salvador,0.00,2.77,0.00,,140,,,52360.7,,,388.24,
DISTRIBUIDORA DE RELOJES Y ACCESORI,ACCESORIOS,CONCESION,11/10/2021,2451577,CITIZEN,J&C,TERCERAS,CD Villa El Salvador,0.00,2.77,0.00,,38,,,14670.23,,,105.38,
DISTRIBUIDORA DE RELOJES Y ACCESORI,ACCESORIOS,CONCESION,11/10/2021,2456626,GUESS,J&C,TERCERAS,CD Villa El Salvador,0.00,2.77,0.00,,15,,,3295.1,,,41.60,
DISTRIBUIDORA DE RELOJES Y ACCESORI,ACCESORIOS,CONCESION,27/09/2021,2451576,GUESS,J&C,TERCERAS,CD Villa El Salvador,0.00,2.77,0.00,,340,,,94568.95,,,942.86,
EDGEWELL PERSONAL CARE PERU S.A.,BELLEZA,PERF. SEMI-SELECTIVA,15/10/2021,2456944,HAWAIIAN TROPIC,J&C,TERCERAS,CD Villa El Salvador,0.18,0.00,0.00,3545,,,70037.37,,,634.24,,
EDGEWELL PERSONAL CARE PERU S.A.,BELLEZA,PERF. SEMI-SELECTIVA,15/10/2021,2456944,BANANA BOAT,J&C,TERCERAS,CD Villa El Salvador,0.18,0.00,0.00,52,,,1847.56,,,9.30,,
GLOBAL RETAIL GROUP PERU S.A.C.,ELECTROHOGAR,TV-VIDEO,18/10/2021,2451162,ECOTEK,PQ,TERCERAS,CD Villa El Salvador,0.00,0.17,0.00,,1100,,,50600,,,190.74,
GLOBAL RETAIL GROUP PERU S.A.C.,ELECTROHOGAR,TV-VIDEO,19/10/2021,2451162,ECOTEK,PQ,TERCERAS,CD Villa El Salvador,0.00,0.17,0.00,,1100,,,50600,,,190.74,
KP DESIGN S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,06/10/2021,2454645,KAYRA MAN,FLT,TERCERAS,CD Villa El Salvador,0.22,0.00,0.00,906,,,59836.12,,,202.62,,
KP DESIGN S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,06/10/2021,2454644,KAYRA MAN,FLT,TERCERAS,CD Villa El Salvador,0.00,0.93,0.00,,20,,,1280.4,,,18.56,
KP DESIGN S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,29/09/2021,2452913,KAYRA MAN,FLT,TERCERAS,CD Villa El Salvador,0.00,0.93,0.00,,45,,,2514.7,,,41.76,
KP DESIGN S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,29/09/2021,2452914,KAYRA MAN,FLT,TERCERAS,CD Villa El Salvador,0.22,0.00,0.00,1228,,,59278.16,,,274.63,,
KP DESIGN S.A.C.,MUJER,MARCAS JUVENIL NACIONAL MUJER,25/09/2021,2451387,KAYRA POBLET PERFECT FIT,FLT,TERCERAS,CD Villa El Salvador,0.22,0.00,0.00,1694,,,119322.97,,,378.85,,
KP DESIGN S.A.C.,MUJER,MARCAS JUVENIL NACIONAL MUJER,15/10/2021,2454931,KAYRA POBLET PERFECT FIT,FLT,TERCERAS,CD Villa El Salvador,0.00,0.93,0.00,,24,,,654.69,,,22.27,
KP DESIGN S.A.C.,MUJER,MARCAS JUVENIL NACIONAL MUJER,15/10/2021,2454932,KAYRA POBLET PERFECT FIT,FLT,TERCERAS,CD Villa El Salvador,0.22,0.00,0.00,1391,,,37681.97,,,311.08,,
KP DESIGN S.A.C.,MUJER,MARCAS JUVENIL NACIONAL MUJER,11/10/2021,2454931,KAYRA POBLET PERFECT FIT,FLT,TERCERAS,CD Villa El Salvador,0.00,0.93,0.00,,27,,,913.89,,,25.06,
KP DESIGN S.A.C.,MUJER,MARCAS JUVENIL NACIONAL MUJER,11/10/2021,2453395,KAYRA POBLET PERFECT FIT,FLT,TERCERAS,CD Villa El Salvador,0.22,0.00,0.00,3009,,,218410.52,,,672.93,,
KP DESIGN S.A.C.,MUJER,MARCAS JUVENIL NACIONAL MUJER,11/10/2021,2454932,KAYRA POBLET PERFECT FIT,FLT,TERCERAS,CD Villa El Salvador,0.22,0.00,0.00,1700,,,57076.64,,,380.19,,
KP DESIGN S.A.C.,MUJER,MARCAS JUVENIL NACIONAL MUJER,19/10/2021,2457444,KAYRA POBLET PERFECT FIT,FLT,TERCERAS,CD Villa El Salvador,0.22,0.00,0.00,3434,,,189354.81,,,767.98,,
KP DESIGN S.A.C.,MUJER,MARCAS JUVENIL NACIONAL MUJER,29/09/2021,2451386,KAYRA POBLET PERFECT FIT,FLT,TERCERAS,CD Villa El Salvador,0.00,0.93,0.00,,16,,,426.28,,,14.85,
KP DESIGN S.A.C.,MUJER,MARCAS JUVENIL NACIONAL MUJER,29/09/2021,2451387,KAYRA POBLET PERFECT FIT,FLT,TERCERAS,CD Villa El Salvador,0.22,0.00,0.00,1926,,,84194.65,,,430.73,,
ARTESCO S.A.,INFANTIL,ESCOLAR,30/09/2021,5460076172,ARTESCO,PQ,TERCERAS,CD Villa El Salvador,0.00,0.00,0.17,,,12,,,43,,,2.08
ARTESCO S.A.,INFANTIL,ESCOLAR,30/09/2021,5460076170,ARTESCO,PQ,TERCERAS,CD Villa El Salvador,0.00,0.00,0.17,,,17,,,55,,,2.95
ARTESCO S.A.,INFANTIL,ESCOLAR,30/09/2021,5460076173,ARTESCO,PQ,TERCERAS,CD Villa El Salvador,0.00,0.00,0.17,,,4,,,8,,,0.69
ARTESCO S.A.,INFANTIL,ESCOLAR,30/09/2021,5460076171,ARTESCO,PQ,TERCERAS,CD Villa El Salvador,0.00,0.00,0.17,,,3,,,6,,,0.52
FAJAS Y ELASTICOS TEXTILES S.A.C,MUJER,MARCAS CORSETERIA NACIONAL,01/10/2021,2453779,JACINTA FERNANDEZ,PQ,TERCERAS,CD Villa El Salvador,0.17,0.00,0.00,1409,,,29127.85,,,244.32,,
FAJAS Y ELASTICOS TEXTILES S.A.C,MUJER,MARCAS CORSETERIA NACIONAL,01/10/2021,2453779,JACINTA FERNANDEZ,FLT,TERCERAS,CD Villa El Salvador,0.22,0.00,0.00,26,,,654.42,,,5.81,,
INTRATESA S.A.C.,HOMBRE,ROPA INTERIOR HOMBRE,04/10/2021,2454743,CLOVER,PQ,TERCERAS,CD Villa El Salvador,0.17,0.00,0.00,464,,,15648.1,,,80.46,,
INTRATESA S.A.C.,HOMBRE,ROPA INTERIOR HOMBRE,04/10/2021,2454743,CLOVER,FLT,TERCERAS,CD Villa El Salvador,0.22,0.00,0.00,252,,,5724.1,,,56.36,,
INTRATESA S.A.C.,HOMBRE,ROPA INTERIOR HOMBRE,16/10/2021,2454729,CLOVER,FLT,TERCERAS,CD Villa El Salvador,0.22,0.00,0.00,946,,,52976,,,211.56,,
INTRATESA S.A.C.,HOMBRE,ROPA INTERIOR HOMBRE,16/10/2021,2454728,CLOVER,FLT,TERCERAS,CD Villa El Salvador,0.00,0.93,0.00,,73,,,4088,,,67.75,
IMPORTADORA Y DISTRIBUIDORA MACROTE,DECOHOGAR,COCINA,24/09/2021,2451550,CUISINART,SBN,TERCERAS,CD Villa El Salvador,0.00,1.58,0.00,,104,,,51722.44,,,164.40,
IMPORTADORA Y DISTRIBUIDORA MACROTE,DECOHOGAR,COCINA,24/09/2021,2451805,CUISINART,SBN,TERCERAS,CD Villa El Salvador,0.43,0.00,0.00,146,,,39223.96,,,62.63,,
GLOBAL TITANIO PERU S.A.C.,DECOHOGAR,COCINA,14/10/2021,2457110,BUBBA,SBN,TERCERAS,CD Villa El Salvador,0.43,0.00,0.00,502,,,16767.68,,,215.36,,
1010 SAC,HOMBRE,ROPA INTERIOR HOMBRE,20/10/2021,2457182,INDEX,FLT,PROPIAS,CD Villa El Salvador,0.22,0.00,0.00,3120,,,31200,,,697.76,,
1010 SAC,HOMBRE,ROPA INTERIOR HOMBRE,20/10/2021,2457181,INDEX,FLT,PROPIAS,CD Villa El Salvador,0.00,0.93,0.00,,1259,,,12590,,,1168.48,
1010 SAC,HOMBRE,ROPA INTERIOR HOMBRE,30/09/2021,2451532,KENNETH STEVENS,FLT,PROPIAS,CD Villa El Salvador,0.00,0.93,0.00,,4745,,,118625,,,4403.85,
1010 SAC,HOMBRE,ROPA INTERIOR HOMBRE,30/09/2021,2451533,KENNETH STEVENS,FLT,PROPIAS,CD Villa El Salvador,0.22,0.00,0.00,2268,,,56700,,,507.21,,
1010 SAC,HOMBRE,INDEX HOMBRE,27/09/2021,2450857,INDEX,FLT,PROPIAS,CD Villa El Salvador,0.22,0.00,0.00,196,,,1930.6,,,43.83,,
1010 SAC,HOMBRE,INDEX HOMBRE,27/09/2021,2450856,INDEX,FLT,PROPIAS,CD Villa El Salvador,0.00,0.93,0.00,,270,,,2659.5,,,250.59,
1010 SAC,HOMBRE,INDEX HOMBRE,24/09/2021,2450857,INDEX,FLT,PROPIAS,CD Villa El Salvador,0.22,0.00,0.00,5672,,,55869.2,,,1268.48,,
1010 SAC,HOMBRE,INDEX HOMBRE,24/09/2021,2450856,INDEX,FLT,PROPIAS,CD Villa El Salvador,0.00,0.93,0.00,,2226,,,21926.1,,,2065.96,
1010 SAC,HOMBRE,KENNETH STEVENS,20/10/2021,2455043,KENNETH STEVENS,FLT,PROPIAS,CD Villa El Salvador,0.00,0.93,0.00,,450,,,9000,,,417.65,
1010 SAC,HOMBRE,KENNETH STEVENS,20/10/2021,2455047,KENNETH STEVENS,FLT,PROPIAS,CD Villa El Salvador,0.00,0.93,0.00,,550,,,24750,,,510.46,
1010 SAC,HOMBRE,KENNETH STEVENS,16/10/2021,2454715,KENNETH STEVENS,FLT,PROPIAS,CD Villa El Salvador,0.00,0.93,0.00,,1140,,,25650,,,1058.04,
1010 SAC,HOMBRE,KENNETH STEVENS,30/09/2021,2454746,KENNETH STEVENS,FLT,PROPIAS,CD Villa El Salvador,0.22,0.00,0.00,9126,,,91260,,,2040.93,,
1010 SAC,HOMBRE,KENNETH STEVENS,30/09/2021,2454745,KENNETH STEVENS,FLT,PROPIAS,CD Villa El Salvador,0.00,0.93,0.00,,8249,,,82490,,,7655.93,
1010 SAC,HOMBRE,KENNETH STEVENS,08/10/2021,2454716,KENNETH STEVENS,FLT,PROPIAS,CD Villa El Salvador,0.22,0.00,0.00,2640,,,59400,,,590.41,,
1010 SAC,HOMBRE,KENNETH STEVENS,08/10/2021,2454715,KENNETH STEVENS,FLT,PROPIAS,CD Villa El Salvador,0.00,0.93,0.00,,1040,,,23400,,,965.23,
1010 SAC,HOMBRE,KENNETH STEVENS,08/10/2021,2454745,KENNETH STEVENS,FLT,PROPIAS,CD Villa El Salvador,0.00,0.93,0.00,,1131,,,11310,,,1049.69,
1010 SAC,HOMBRE,ROBERT LEWIS HOMBRE,14/10/2021,2451304,ROBERT LEWIS,FLT,PROPIAS,CD Villa El Salvador,0.22,0.00,0.00,3880,,,42680,,,867.72,,
1010 SAC,HOMBRE,ROBERT LEWIS HOMBRE,16/10/2021,2451303,ROBERT LEWIS,FLT,PROPIAS,CD Villa El Salvador,0.00,0.93,0.00,,137,,,1507,,,127.15,
1010 SAC,HOMBRE,ROBERT LEWIS HOMBRE,16/10/2021,2451304,ROBERT LEWIS,FLT,PROPIAS,CD Villa El Salvador,0.22,0.00,0.00,2328,,,25608,,,520.63,,
1010 SAC,INFANTIL,PROPIAS NINA,20/10/2021,2459761,HARVEST,FLT,PROPIAS,CD Villa El Salvador,0.00,0.93,0.00,,800,,,20400,,,742.48,
1010 SAC,INFANTIL,ROPA INTERIOR INFANTIL,20/10/2021,2455881,HARVEST,PQ,PROPIAS,CD Villa El Salvador,0.00,0.17,0.00,,1200,,,23520,,,208.08,
1010 SAC,INFANTIL,ROPA INTERIOR INFANTIL,20/10/2021,2455881,HARVEST,FLT,PROPIAS,CD Villa El Salvador,0.00,0.93,0.00,,800,,,27600,,,742.48,
1010 SAC,MUJER,LENCERIA MARCA PROPIA,14/10/2021,2455228,INDEX,FLT,PROPIAS,CD Villa El Salvador,0.22,0.00,0.00,4860,,,57240,,,1086.89,,
1010 SAC,MUJER,LENCERIA MARCA PROPIA,14/10/2021,2455669,NAVIGATA,FLT,PROPIAS,CD Villa El Salvador,0.22,0.00,0.00,286,,,3718,,,63.96,,
1010 SAC,MUJER,LENCERIA MARCA PROPIA,14/10/2021,2455668,NAVIGATA,FLT,PROPIAS,CD Villa El Salvador,0.00,0.93,0.00,,722,,,9386,,,670.09,
1010 SAC,MUJER,LENCERIA MARCA PROPIA,14/10/2021,2455227,INDEX,FLT,PROPIAS,CD Villa El Salvador,0.00,0.93,0.00,,9057,,,105630,,,8405.84,
1010 SAC,MUJER,LENCERIA MARCA PROPIA,16/10/2021,2455669,NAVIGATA,FLT,PROPIAS,CD Villa El Salvador,0.22,0.00,0.00,143,,,1859,,,31.98,,
1010 SAC,MUJER,LENCERIA MARCA PROPIA,16/10/2021,2455668,NAVIGATA,FLT,PROPIAS,CD Villa El Salvador,0.00,0.93,0.00,,361,,,4693,,,335.05,
1010 SAC,MUJER,LENCERIA MARCA PROPIA,16/10/2021,2455607,INDEX,FLT,PROPIAS,CD Villa El Salvador,0.00,0.93,0.00,,266,,,9842,,,246.88,
1010 SAC,MUJER,LENCERIA MARCA PROPIA,16/10/2021,2455608,INDEX,FLT,PROPIAS,CD Villa El Salvador,0.22,0.00,0.00,462,,,17094,,,103.32,,
1010 SAC,MUJER,CORSETERIA MARCA PROPIA,21/09/2021,2449619,INDEX,FLT,PROPIAS,CD Villa El Salvador,0.22,0.00,0.00,13622,,,54488,,,3046.42,,
1010 SAC,MUJER,CORSETERIA MARCA PROPIA,21/09/2021,2449628,INDEX,FLT,PROPIAS,CD Villa El Salvador,0.22,0.00,0.00,4500,,,25200,,,1006.38,,
1010 SAC,MUJER,CORSETERIA MARCA PROPIA,14/10/2021,2455887,INDEX,PQ,PROPIAS,CD Villa El Salvador,0.17,0.00,0.00,1758,,,7032,,,304.84,,
1010 SAC,MUJER,CORSETERIA MARCA PROPIA,16/10/2021,2455887,INDEX,FLT,PROPIAS,CD Villa El Salvador,0.22,0.00,0.00,1018,,,4072,,,227.66,,
1010 SAC,MUJER,CORSETERIA MARCA PROPIA,24/09/2021,2449628,INDEX,FLT,PROPIAS,CD Villa El Salvador,0.22,0.00,0.00,1650,,,9240,,,369.01,,
1010 SAC,MUJER,CORSETERIA MARCA PROPIA,24/09/2021,2448177,NAVIGATA,FLT,PROPIAS,CD Villa El Salvador,0.22,0.00,0.00,1152,,,16704,,,257.63,,
1010 SAC,MUJER,CORSETERIA MARCA PROPIA,24/09/2021,2448176,NAVIGATA,FLT,PROPIAS,CD Villa El Salvador,0.00,0.93,0.00,,2734,,,39643,,,2537.44,
1010 SAC,MUJER,CORSETERIA MARCA PROPIA,08/10/2021,2455887,INDEX,PQ,PROPIAS,CD Villa El Salvador,0.17,0.00,0.00,4650,,,18600,,,806.31,,
1010 SAC,MUJER,CORSETERIA MARCA PROPIA,08/10/2021,2455887,INDEX,FLT,PROPIAS,CD Villa El Salvador,0.22,0.00,0.00,9322,,,37288,,,2084.77,,
ENTEL PERU S.A.,ELECTROHOGAR,TELEFONIA MOVIL,14/10/2021,2456843,APPLE,J&C,TERCERAS,CD Villa El Salvador,0.00,2.77,0.00,,350,,,961779,,,970.60,
ENTEL PERU S.A.,ELECTROHOGAR,TELEFONIA MOVIL,04/10/2021,2454794,APPLE,J&C,TERCERAS,CD Villa El Salvador,0.00,2.77,0.00,,298,,,973186.45,,,826.39,
ENTEL PERU S.A.,ELECTROHOGAR,TELEFONIA MOVIL,30/09/2021,2453120,MOTOROLA,J&C,TERCERAS,CD Villa El Salvador,0.00,2.77,0.00,,500,,,189125,,,1386.56,
DEPORTES SPARTA PERU S.A.C.,CALZADO,TERCERA CALZADO HOMBRE URBANO,22/09/2021,2450853,NEW BALANCE,SHO,TERCERAS,CD Villa El Salvador,0.34,0.00,0.00,895,,,161145.12,,,300.24,,
DEPORTES SPARTA PERU S.A.C.,CALZADO,TERCERA CALZADO MUJER URBANO,13/10/2021,2455035,NEW BALANCE,SHO,TERCERAS,CD Villa El Salvador,0.34,0.00,0.00,238,,,42098.14,,,79.84,,
DEPORTES SPARTA PERU S.A.C.,CALZADO,TERCERA CALZADO MUJER URBANO,13/10/2021,2455034,NEW BALANCE,SHO,TERCERAS,CD Villa El Salvador,0.00,1.48,0.00,,61,,,10779.28,,,90.04,
DEPORTES SPARTA PERU S.A.C.,DEPORTES,ZAPATILLAS TERCERO,27/09/2021,2452462,NEW BALANCE,SHO,TERCERAS,CD Villa El Salvador,0.00,1.48,0.00,,209,,,26066.43,,,308.49,
DEPORTES SPARTA PERU S.A.C.,DEPORTES,ZAPATILLAS TERCERO,27/09/2021,2452470,NEW BALANCE,SHO,TERCERAS,CD Villa El Salvador,0.00,1.48,0.00,,71,,,11442.54,,,104.80,
CORPORACION GAMEL S.A.C.,HOMBRE,INDEX HOMBRE,21/09/2021,2446122,INDEX,FLT,PROPIAS,CD Villa El Salvador,0.00,0.93,0.00,,66,,,1980,,,61.25,
CORPORACION GAMEL S.A.C.,HOMBRE,ROBERT LEWIS HOMBRE,19/10/2021,2457151,ROBERT LEWIS,FLT,PROPIAS,CD Villa El Salvador,0.00,0.93,0.00,,200,,,6200,,,185.62,
CORPORACION GAMEL S.A.C.,HOMBRE,ROBERT LEWIS HOMBRE,19/10/2021,2457152,ROBERT LEWIS,FLT,PROPIAS,CD Villa El Salvador,0.22,0.00,0.00,2800,,,86800,,,626.19,,
HYUNTECH S.A.C.,ELECTROHOGAR,ELECTRONICA MENOR,21/09/2021,5460075919,XIAOMI,J&C,TERCERAS,CD Villa El Salvador,0.00,0.00,1.07,,,1,,,98,,,1.07
HYUNTECH S.A.C.,ELECTROHOGAR,ELECTRONICA MENOR,15/10/2021,5460076506,XIAOMI,J&C,TERCERAS,CD Villa El Salvador,0.00,0.00,1.07,,,9,,,567,,,9.67
HYUNTECH S.A.C.,ELECTROHOGAR,ELECTRONICA MENOR,15/10/2021,5460076506,QCY,J&C,TERCERAS,CD Villa El Salvador,0.00,0.00,1.07,,,4,,,176,,,4.30
HYUNTECH S.A.C.,ELECTROHOGAR,TELEFONIA MOVIL,21/09/2021,5460075919,XIAOMI,J&C,TERCERAS,CD Villa El Salvador,0.00,0.00,1.07,,,3,,,462,,,3.22
HYUNTECH S.A.C.,ELECTROHOGAR,TELEFONIA MOVIL,15/10/2021,5460076506,XIAOMI,J&C,TERCERAS,CD Villa El Salvador,0.00,0.00,1.07,,,8,,,1991,,,8.60
FULL BIKE PERU S.A.C.,DEPORTES,BICICLETAS Y MAQUINAS,20/10/2021,2459173,BEST,BT - OTROS,TERCERAS,CD ALDEA6,0.00,44.45,0.00,,130,,,85827.1,,,5778.70,
FULL BIKE PERU S.A.C.,DEPORTES,BICICLETAS Y MAQUINAS,16/10/2021,2458919,BEST,BT - OTROS,TERCERAS,CD ALDEA6,0.00,44.45,0.00,,450,,,224550,,,20003.20,
TEXTI  COTTON    SAC,INFANTIL,PROPIAS NINA,19/10/2021,2455193,INDEX,FLT,PROPIAS,CD Villa El Salvador,0.00,0.93,0.00,,339,,,5668.08,,,314.63,
TEXTI  COTTON    SAC,INFANTIL,PROPIAS NINA,19/10/2021,2455194,INDEX,FLT,PROPIAS,CD Villa El Salvador,0.22,0.00,0.00,1161,,,19411.92,,,259.65,,
TEXTI  COTTON    SAC,INFANTIL,LICENCIAS NINO,15/10/2021,2456491,CLOUDBREAK,PQ,PROPIAS,CD Villa El Salvador,0.17,0.00,0.00,1180,,,25016,,,204.61,,
TEXTI  COTTON    SAC,INFANTIL,LICENCIAS NINO,15/10/2021,2456491,CLOUDBREAK,FLT,PROPIAS,CD Villa El Salvador,0.22,0.00,0.00,2550,,,54300,,,570.28,,
TEXTI  COTTON    SAC,INFANTIL,LICENCIAS NINO,15/10/2021,2456490,CLOUDBREAK,PQ,PROPIAS,CD Villa El Salvador,0.00,0.17,0.00,,20,,,424,,,3.47,
TEXTI  COTTON    SAC,INFANTIL,LICENCIAS NINO,15/10/2021,2456490,CLOUDBREAK,FLT,PROPIAS,CD Villa El Salvador,0.00,0.93,0.00,,50,,,1100,,,46.41,
TEXTI  COTTON    SAC,MUJER,BARBADOS MUJER,11/10/2021,2451880,BARBADOS,FLT,PROPIAS,CD Villa El Salvador,0.00,0.93,0.00,,48,,,1968,,,44.55,
TEXTI  COTTON    SAC,MUJER,BARBADOS MUJER,11/10/2021,2451881,BARBADOS,FLT,PROPIAS,CD Villa El Salvador,0.22,0.00,0.00,752,,,30832,,,168.18,,
TEXTI  COTTON    SAC,MUJER,BARBADOS MUJER,16/10/2021,2451880,BARBADOS,FLT,PROPIAS,CD Villa El Salvador,0.00,0.93,0.00,,48,,,1872,,,44.55,
TEXTI  COTTON    SAC,MUJER,BARBADOS MUJER,16/10/2021,2451881,BARBADOS,FLT,PROPIAS,CD Villa El Salvador,0.22,0.00,0.00,735,,,28665,,,164.38,,
TEXTI  COTTON    SAC,MUJER,INDEX MUJER,14/10/2021,2453227,INDEX,FLT,PROPIAS,CD Villa El Salvador,0.22,0.00,0.00,3060,,,69347.5,,,684.34,,
TEXTI  COTTON    SAC,MUJER,INDEX MUJER,14/10/2021,2453226,INDEX,FLT,PROPIAS,CD Villa El Salvador,0.00,0.93,0.00,,120,,,2722.5,,,111.37,
TEXTI  COTTON    SAC,MUJER,INDEX MUJER,14/10/2021,2453234,INDEX,FLT,PROPIAS,CD Villa El Salvador,0.00,0.93,0.00,,195,,,4444.5,,,180.98,
TEXTI  COTTON    SAC,MUJER,INDEX MUJER,19/10/2021,2453235,INDEX,FLT,PROPIAS,CD Villa El Salvador,0.22,0.00,0.00,4796,,,109150.5,,,1072.57,,
ISSAPERU S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,22/09/2021,2451581,MAUI AND SONS,PQ,TERCERAS,CD Villa El Salvador,0.17,0.00,0.00,171,,,5386.5,,,29.65,,
ISSAPERU S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,22/09/2021,2451581,MAUI AND SONS,FLT,TERCERAS,CD Villa El Salvador,0.22,0.00,0.00,2212,,,133522.24,,,494.69,,
ISSAPERU S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,14/10/2021,2455356,MAUI AND SONS,FLT,TERCERAS,CD Villa El Salvador,0.00,0.93,0.00,,189,,,13363.82,,,175.41,
ISSAPERU S.A.C.,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,13/10/2021,2454734,MAUI AND SONS,FLT,TERCERAS,CD Villa El Salvador,0.00,0.93,0.00,,1262,,,64855.94,,,1171.27,
